$contributor.employer.matched
                                              (Intercept)  cycle2020
TEKNOWLEDGE CORP                            -0.3613046374 0.07838961
Tekumo, Inc.                                -0.5067432913 0.07838961
TEL INSTRUMENT ELECTRONICS CORP             -0.7061191002 0.07838961
TELECT INC                                  -0.0334612291 0.07838961
TELEDATA COMMUNICATIONS LTD                 -0.4496283285 0.07838961
Teledyne FLIR, LLC                          -0.2937963929 0.07838961
TELEDYNE INC                                -0.4907028045 0.07838961
TELEDYNE TECHNOLOGIES INC                   -0.4043034942 0.07838961
TELEMETRIX INC                              -0.4311401882 0.07838961
Telenav, Inc.                               -0.3095262637 0.07838961
TELLABS INC                                 -0.5180848937 0.07838961
TELOS CORP                                  -0.5301003776 0.07838961
TELULAR CORP                                -0.5554265039 0.07838961
TELVUE CORP                                 -0.4112246901 0.07838961
Tempus AI, Inc.                             -0.5897370251 0.07838961
TESSERA INC                                 -0.4263435432 0.07838961
TESSERA TECHNOLOGIES INC                    -0.4179380793 0.07838961
TEXAS INSTRUMENTS INC                       -0.3843775512 0.07838961
Textura Corp                                -0.5472240070 0.07838961
THQ INC                                     -0.3974721136 0.07838961
TIBCO SOFTWARE INC                          -0.5119154670 0.07838961
TIE COMMUNICATIONS INC                      -0.4126191830 0.07838961
TigerLogic CORP                             -0.4818584647 0.07838961
TIGO ENERGY, INC.                           -0.1439099237 0.07838961
Titan Environmental Solutions Inc.          -0.4198716539 0.07838961
Titanium Group LTD                          -0.4456611452 0.07838961
TOMAX CORP                                  -0.4643227269 0.07838961
TOROTEL INC                                 -0.3834778743 0.07838961
TOSHIBA CORP                                -0.4471360344 0.07838961
TOWER SEMICONDUCTOR LTD                     -0.4824693825 0.07838961
TOYO Co., Ltd                               -0.3040570990 0.07838961
Track Group, Inc.                           -0.4813610399 0.07838961
Trade Desk, Inc.                            -0.4259905206 0.07838961
TRANSACT TECHNOLOGIES INC                   -0.1526615622 0.07838961
TransparentBusiness, Inc.                   -0.3276209912 0.07838961
Transphorm, Inc.                            -0.4903632707 0.07838961
TREEV INC                                   -0.4673363055 0.07838961
TREND MICRO INC                             -0.3909998377 0.07838961
TRIAD SYSTEMS CORP                          -0.5965489671 0.07838961
TRIDEX CORP                                 -0.3730177889 0.07838961
Triller Corp.                               -0.4843297811 0.07838961
TRIMAX CORP                                 -0.4434637476 0.07838961
Trina Solar LTD                             -0.3935383112 0.07838961
TRINITY WORKS INC                           -0.2439007519 0.07838961
TripAdvisor, Inc.                           -0.5362639341 0.07838961
TRIPOS INC                                  -0.5258643377 0.07838961
TRIPWIRE INC                                -0.4514996782 0.07838961
TRIQUINT SEMICONDUCTOR INC                  -0.6199594732 0.07838961
TROY GROUP INC                               0.5856550335 0.07838961
TruBridge, Inc.                             -0.5243524092 0.07838961
TrueCar, Inc.                               -0.4982735883 0.07838961
TRUEVISION INC                               0.1962842228 0.07838961
Trustwave Holdings, Inc.                    -0.5247077042 0.07838961
TSR INC                                     -0.4113202778 0.07838961
TSX CORP                                    -0.3789083998 0.07838961
TTM TECHNOLOGIES INC                        -0.2980526721 0.07838961
TUBEMOGUL INC                               -0.5353247658 0.07838961
Turtle Beach Corp                           -0.1574656704 0.07838961
TVI CORP                                    -0.4508333648 0.07838961
TWILIO INC                                  -0.4821837192 0.07838961
TWITTER, INC.                               -0.4891003308 0.07838961
TYCOM LTD                                   -0.4353731648 0.07838961
TYLER TECHNOLOGIES INC                      -0.5303631772 0.07838961
UAV Corp                                    -0.5508018732 0.07838961
Ubiquiti Inc.                               -0.5077363804 0.07838961
UGS Corp.                                   -0.5909135317 0.07838961
UiPath, Inc.                                -0.4712144106 0.07838961
ULTIMATE SOFTWARE GROUP INC                 -0.4134802057 0.07838961
Ultra Clean Holdings, Inc.                  -0.5305290228 0.07838961
UNISON SOFTWARE INC                         -0.5179864569 0.07838961
UNISYS CORP                                 -0.4571123634 0.07838961
United American Corp                        -0.4944506848 0.07838961
UNITED ONLINE INC                           -0.5842260877 0.07838961
UNITED SYSTEMS TECHNOLOGY INC               -0.5307140785 0.07838961
Unity Software Inc.                         -0.4637011264 0.07838961
Updater Inc.                                -0.5526528557 0.07838961
Upland Software, Inc.                       -0.4854361963 0.07838961
UQM TECHNOLOGIES INC                        -0.6359071255 0.07838961
USCS INTERNATIONAL INC                      -0.4936543540 0.07838961
UserTesting, Inc.                           -0.4868752270 0.07838961
USWEB CORP                                  -0.7159376724 0.07838961
Valens Semiconductor Ltd.                   -0.3479597274 0.07838961
Vangent, Inc.                               -0.5126138548 0.07838961
Varex Imaging Corp                          -0.0986937836 0.07838961
VARONIS SYSTEMS INC                         -0.5438511597 0.07838961
VASCO CORP                                  -0.4496890755 0.07838961
Vecima Networks Inc.                        -0.5145700589 0.07838961
VECTr SYSTEMS INC                           -0.6136493940 0.07838961
VEEA INC.                                   -0.5503290411 0.07838961
VEEVA SYSTEMS INC                           -0.5079255165 0.07838961
Veradigm Inc.                               -0.4565749711 0.07838961
VERIDIAN CORP                               -0.5609312342 0.07838961
VERIFONE INC                                -0.2818757131 0.07838961
VERIFONE SYSTEMS, INC.                      -0.4901760261 0.07838961
Verigy Ltd.                                 -0.4349437834 0.07838961
VERINT SYSTEMS INC                          -0.3551490717 0.07838961
VERITAS SOFTWARE CORP                       -0.5039086447 0.07838961
VERSANT CORP                                -0.4786786119 0.07838961
VERSATA INC                                 -0.5099839574 0.07838961
VERSATILITY INC                             -0.3478971360 0.07838961
VERSO TECHNOLOGIES INC                      -0.5859088140 0.07838961
Vertex, Inc.                                -0.4512977020 0.07838961
Vertical Communications, Inc.               -0.5367913789 0.07838961
Via Transportation, Inc.                    -0.4352512702 0.07838961
Viant Technology Inc.                       -0.4612779778 0.07838961
VIASYSTEMS GROUP INC                        -0.5652216928 0.07838961
VIASYSTEMS INC                              -0.5103581812 0.07838961
VIAVI SOLUTIONS INC.                        -0.3917730662 0.07838961
VICOR CORP                                  -0.4085646554 0.07838961
VICTOR TECHNOLOGIES INC                     -0.4809047516 0.07838961
VIDEO DISPLAY CORP                          -0.4217101473 0.07838961
VIEWSONIC CORP                              -0.4720668823 0.07838961
VIGNETTE CORP                               -0.6123175509 0.07838961
Vimeo, Inc.                                 -0.4994208981 0.07838961
Vincera, Inc.                               -0.4760092803 0.07838961
Violin Memory Inc                           -0.4490582602 0.07838961
VIQ Solutions Inc.                          -0.4543221200 0.07838961
VIRTUSA CORP                                -0.3619917030 0.07838961
VISHAY INTERTECHNOLOGY INC                  -0.4539269662 0.07838961
Vishay Precision Group, Inc.                -0.4521854902 0.07838961
VISIO CORP                                  -0.4936028695 0.07838961
VITAL IMAGES INC                            -0.2130833388 0.07838961
VITRIA TECHNOLOGY INC                       -0.6212671328 0.07838961
Vivid Learning Systems, Inc.                -0.5384794282 0.07838961
Vivint Smart Home, Inc.                     -0.5299540791 0.07838961
VMWARE LLC                                  -0.4762490138 0.07838961
VMX INC                                     -0.5307307962 0.07838961
VNG Ltd                                     -0.3692849117 0.07838961
VOCERA COMMUNICATIONS, INC.                 -0.5327123804 0.07838961
Vocus, Inc.                                 -0.4627324144 0.07838961
Voltaire Ltd.                               -0.5183540586 0.07838961
VOLTERRA SEMICONDUCTOR CORP                 -0.5419621536 0.07838961
VOTERITE, INC.                               0.1469884833 0.07838961
VOXWARE INC                                 -0.5556209012 0.07838961
VTEX                                        -0.4644838333 0.07838961
Vuzix Corp                                  -0.3348368148 0.07838961
WalkMe Ltd.                                 -0.4509841942 0.07838961
WATCHGUARD TECHNOLOGIES INC                 -0.5502092871 0.07838961
WatchGuard, Inc.                            -0.5623755800 0.07838961
WAVE SYSTEMS CORP                           -0.5078492708 0.07838961
Waverly Labs Inc                            -0.4283219196 0.07838961
WEARABLE HEALTH SOLUTIONS, INC.             -0.3483511108 0.07838961
Weave Communications, Inc.                  -0.5235556427 0.07838961
WEB.COM GROUP, INC.                         -0.2875266503 0.07838961
WEBMD CORP                                  -0.5230473183 0.07838961
WEBTRENDS CORP                              -0.5406431621 0.07838961
WESTERN DIGITAL CORP                        -0.4405582384 0.07838961
WESTERN DIGITAL TECHNOLOGIES INC            -0.6339343855 0.07838961
Where Food Comes From, Inc.                 -0.5252729037 0.07838961
