$contributor.employer.matched
                                             (Intercept) cycle2020    cycle2024
AVANT CORP                                           0.6013585
AVATAR SYSTEMS INC                                   0.6013585
Avaya Holdings Corp.                                 0.6013585
AVAYA INC                                            0.6013585
AvePoint, Inc.                                       0.6013585
AVIAT NETWORKS, INC.                                 0.6013585
AVID TECHNOLOGY, INC.                                0.6013585
AVOCENT CORP                                         0.6013585
AVX Corp                                             0.6013585
AXT INC                                              0.6013585
AZTEK INC                                            0.6013585
Babylon Ltd                                          0.6013585
Backblaze, Inc.                                      0.6013585
Baidu, Inc.                                          0.6013585
BAKBONE SOFTWARE INC                                 0.6013585
BALLY TECHNOLOGIES, INC.                             0.6013585
BANCTEC INC                                          0.6013585
Bandwidth Inc.                                       0.6013585
BARRACUDA NETWORKS INC                               0.6013585
BARRISTER GLOBAL SERVICES NETWORK INC                0.6013585
Bazaarvoice Inc                                      0.6013585
BBN CORP                                             0.6013585
BE INC                                               0.6013585
BEA SYSTEMS INC                                      0.6013585
BELL & HOWELL CO //                                  0.6013585
BENCHMARK ELECTRONICS INC                            0.6013585
Benefitfocus, Inc.                                   0.6013585
BENTLEY SYSTEMS INC                                  0.6013585
BEST SOFTWARE INC                                    0.6013585
BILL Holdings, Inc.                                  0.6013585
BIO KEY INTERNATIONAL INC                            0.6013585
BioXcel LLC                                          0.6013585
Bitstream Inc.                                       0.6013585
BK Technologies Corp                                 0.6013585
BLACK BOX CORP                                       0.6013585
Black Knight, Inc.                                   0.6013585
BLACKBAUD INC                                        0.6013585
BLACKBERRY Ltd                                       0.6013585
BLACKBOARD INC                                       0.6013585
BLACKLINE, INC.                                      0.6013585
Blaize, Inc.                                         0.6013585
Blend Labs, Inc.                                     0.6013585
Block, Inc.                                          0.6013585
BLUE BRIDGE CAPITAL, INC.                            0.6013585
BLUE COAT SYSTEMS INC                                0.6013585
Blue Coat, Inc.                                      0.6013585
BMC SOFTWARE INC                                     0.6013585
BOSTON TECHNOLOGY INC                                0.6013585
BOTTOMLINE TECHNOLOGIES INC                          0.6013585
bowmo, Inc.                                          0.6013585
BOX INC                                              0.6013585
BPO Management Services, Inc.                        0.6013585
Brand Engagement Network Inc.                        0.6013585
Braze, Inc.                                          0.6013585
BRC HOLDINGS INC                                     0.6013585
BRIDGE TECHNOLOGY INC                                0.6013585
Bridgeline Digital, Inc.                             0.6013585
Bright Mountain Media, Inc.                          0.6013585
Brightways Corp                                      0.6013585
BRILLIANT DIGITAL ENTERTAINMENT INC                  0.6013585
BROADBANDNOW INC                                     0.6013585
BROADCASTER INC                                      0.6013585
BROADCOM CORP                                        0.6013585
BROADSOFT, INC.                                      0.6013585
BROADVISION INC                                      0.6013585
BROCADE COMMUNICATIONS SYSTEMS INC                   0.6013585
Bumble Inc.                                          0.6013585
Business Warrior Corp                                0.6013585
C3.ai, Inc.                                          0.6013585
CA, INC.                                             0.6013585
CADENCE DESIGN SYSTEMS INC                           0.6013585
CAL INTERNATIONAL LTD                                0.6013585
CalAmp Corp.                                         0.6013585
CALLIDUS SOFTWARE INC                                0.6013585
Cambium Networks Corp                                0.6013585
Canadian Solar Inc.                                  0.6013585
CANTALOUPE, INC.                                     0.6013585
CAPRI CORP                                           0.6013585
Carbon Black, Inc.                                   0.6013585
Cardlytics, Inc.                                     0.6013585
CARECENTRIC INC                                      0.6013585
CareCloud, Inc.                                      0.6013585
CareView Communications Inc                          0.6013585
CARLETON CORP                                        0.6013585
Casa Systems Inc                                     0.6013585
CASCADE TECHNOLOGIES CORP                            0.6013585
CATAPULT COMMUNICATIONS CORP                         0.6013585
CAVIUM, INC.                                         0.6013585
CDC CORP                                             0.6013585
CDC Software CORP                                    0.6013585
CELERITY SOLUTIONS INC                               0.6013585
CELESTICA INC                                        0.6013585
CERAGON NETWORKS LTD                                 0.6013585
Cerebras Systems Inc.                                0.6013585
Cerence Inc.                                         0.6013585
CERNER Corp                                          0.6013585
Certara, Inc.                                        0.6013585
CEVA INC                                             0.6013585
CHANNELADVISOR CORP                                  0.6013585
CHANNELL COMMERCIAL CORP                             0.6013585
CHECK POINT SOFTWARE TECHNOLOGIES LTD                0.6013585
CHECKPOINT SYSTEMS INC                               0.6013585
China Inc                                            0.6013585
CI&T Inc                                             0.6013585
CICERO INC                                           0.6013585
CIDRA CORP                                           0.6013585
CIENA CORP                                           0.6013585
CIMETRIX INC                                         0.6013585
CIRCUIT SYSTEMS INC                                  0.6013585
CIRRUS LOGIC, INC.                                   0.6013585
CISCO SYSTEMS, INC.                                  0.6013585
CISION LTD.                                          0.6013585
CITRIX SYSTEMS INC                                   0.6013585
CLARE INC                                            0.6013585
CLARIFY INC                                          0.6013585
Clear Secure, Inc.                                   0.6013585
Clearfield, Inc.                                     0.6013585
CLEARONE INC                                         0.6013585
CLINICAL INTELLIGENCE INC                            0.6013585
Cloudera, Inc.                                       0.6013585
Cloudflare, Inc.                                     0.6013585
CloudMinds Inc.                                      0.6013585
CLPS Inc                                             0.6013585
CMC INDUSTRIES INC                                   0.6013585
CMC Materials, Inc.                                  0.6013585
CNF TECHNOLOGIES INC                                 0.6013585
COBRA ELECTRONICS CORP                               0.6013585
Coforge Ltd                                          0.6013585
Cogent, Inc.                                         0.6013585
COGNIZANT TECHNOLOGY SOLUTIONS CORP                  0.6013585
COGNOS INC                                           0.6013585
COMMAND SYSTEMS INC                                  0.6013585
CommerceHub, Inc.                                    0.6013585
COMMSCOPE INC                                        0.6013585
COMMUNICATIONS & POWER INDUSTRIES LLC                0.6013585
COMMVAULT SYSTEMS INC                                0.6013585
COMPRESSION LABS INC                                 0.6013585
COMPUDYNE CORP                                       0.6013585
COMPUSERVE CORP                                      0.6013585
COMPUTER SCIENCES CORP                               0.6013585
Computer Software Innovations, Inc.                  0.6013585
COMPUTER TASK GROUP INC                              0.6013585
COMPUWARE CORP                                       0.6013585
COMTREX SYSTEMS CORP                                 0.6013585
CONCENTRA CORP                                       0.6013585
CONCERO INC                                          0.6013585
CONCUR TECHNOLOGIES INC                              0.6013585
